
Gurobi 9.5.0 (linux64) logging started Wed May  4 11:06:42 2022

Set parameter LogFile to value "/local_workspace/chenrui/LogFiles/MKAP/new2S_R25_M30_N200_seed6_original_600.log"
Gurobi Optimizer version 9.5.0 build v9.5.0rc5 (linux64)
Thread count: 56 physical cores, 56 logical processors, using up to 4 threads
Optimize a model with 980 rows, 6750 columns and 13500 nonzeros
Model fingerprint: 0x63f48967
Variable types: 0 continuous, 6750 integer (6750 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+03]
  Objective range  [2e+01, 1e+03]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+00]
Found heuristic solution: objective 0.0000000
Presolve removed 138 rows and 1286 columns
Presolve time: 0.03s
Presolved: 842 rows, 5464 columns, 10928 nonzeros
Variable types: 0 continuous, 5464 integer (5464 binary)
Found heuristic solution: objective -47320.00000

Root relaxation: objective -6.771007e+04, 2862 iterations, 0.04 seconds (0.03 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

H   96    91                    -66390.00000 -66870.027  0.72%   110    9s
H   97    91                    -66413.00000 -66870.027  0.69%   111    9s
H  144   143                    -66429.00000 -66870.027  0.66%   113    9s
H  147   143                    -66458.00000 -66870.027  0.62%   113    9s
   188   188 -66814.673   36  245 -66458.000 -66870.027  0.62%   110   10s
H  366   351                    -66477.00000 -66870.027  0.59%  92.4   10s
  1052   847 -66769.127   12  106 -66477.000 -66861.465  0.58%  80.5   15s
  1100   879 -66786.875   46  392 -66477.000 -66806.894  0.50%  77.0   20s
  1131   903 -66782.806   14  418 -66477.000 -66782.806  0.46%   104   27s
  1159   920 -66775.819   19  407 -66477.000 -66776.298  0.45%   106   30s
H 1162   872                    -66513.00000 -66776.298  0.40%   106   30s
H 1279   891                    -66521.00000 -66774.803  0.38%   107   31s
H 1412   903                    -66606.00000 -66774.803  0.25%   106   32s
  1759   939 -66666.554   30  355 -66606.000 -66772.367  0.25%   105   35s
  2687  1311 -66617.213  113  214 -66606.000 -66767.298  0.24%  97.5   40s
  3550  1708 -66688.091   49  363 -66606.000 -66760.236  0.23%  96.3   45s
  4589  2352 -66676.917   33  261 -66606.000 -66755.193  0.22%  94.6   50s
  5600  3066     cutoff   45      -66606.000 -66751.952  0.22%  94.7   55s
  6715  3803 -66680.803   47  406 -66606.000 -66747.000  0.21%  96.6   60s
  7661  4394 -66733.589   25  291 -66606.000 -66743.900  0.21%  95.3   65s
  8645  5094 -66627.888   44  255 -66606.000 -66740.508  0.20%  95.3   70s
  9740  5645 -66621.659   80  186 -66606.000 -66736.775  0.20%  96.7   75s
 10640  5945 -66678.509   38  345 -66606.000 -66734.306  0.19%  97.9   80s
 10687  5976 -66696.427   45  330 -66606.000 -66734.306  0.19%  97.5   85s
 10691  5983 -66734.306   27  330 -66606.000 -66734.306  0.19%   100   93s
 10695  5983 -66734.306   28  381 -66606.000 -66734.306  0.19%   100   95s
 10723  5996 -66718.254   31  348 -66606.000 -66734.306  0.19%   100  100s
 10990  6050     cutoff   69      -66606.000 -66734.306  0.19%   100  105s
H11146  5769                    -66633.00000 -66734.306  0.15%   100  107s
H11303  5502                    -66638.00000 -66734.306  0.14%  99.1  108s
 11577  5587 -66702.292   60  265 -66638.000 -66734.306  0.14%  98.7  110s
H11643  5197                    -66665.00000 -66734.306  0.10%  98.6  110s
 12657  5350 -66711.896   41  391 -66665.000 -66720.933  0.08%  97.7  115s
 14012  5562 -66685.150   45  262 -66665.000 -66711.768  0.07%  96.6  120s
 15255  5603 -66691.131   49  295 -66665.000 -66706.017  0.06%  95.6  125s
 16538  5577     cutoff   63      -66665.000 -66700.891  0.05%  94.1  130s
 18498  5373     cutoff   43      -66665.000 -66696.423  0.05%  92.1  136s
 19914  5064     cutoff   49      -66665.000 -66692.214  0.04%  91.3  140s
 22290  4087 -66677.488   48  302 -66665.000 -66687.051  0.03%  89.9  146s
 24038  3049     cutoff   49      -66665.000 -66683.756  0.03%  88.8  150s
 25927  1673     cutoff   67      -66665.000 -66678.686  0.02%  87.6  156s

Cutting planes:
  Gomory: 62
  Lift-and-project: 7
  Cover: 1127
  Clique: 193
  MIR: 273
  StrongCG: 145
  Flow cover: 73
  Zero half: 14
  RLT: 6

Explored 27973 nodes (2417254 simplex iterations) in 159.44 seconds (264.99 work units)
Thread count was 4 (of 56 available processors)

Solution count 10: -66665 -66638 -66633 ... -66413

Optimal solution found (tolerance 1.00e-04)
Best objective -6.666500000000e+04, best bound -6.667100000000e+04, gap 0.0090%
