
Gurobi 9.5.0 (linux64) logging started Wed May  4 05:36:19 2022

Set parameter LogFile to value "/local_workspace/chenrui/LogFiles/MKAP/new1W_R25_M30_N200_seed2_original_600.log"
Gurobi Optimizer version 9.5.0 build v9.5.0rc5 (linux64)
Thread count: 56 physical cores, 56 logical processors, using up to 4 threads
Optimize a model with 980 rows, 6750 columns and 13500 nonzeros
Model fingerprint: 0x66060acf
Variable types: 0 continuous, 6750 integer (6750 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+03]
  Objective range  [9e+01, 1e+03]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+00]
Found heuristic solution: objective 0.0000000
Presolve removed 76 rows and 714 columns
Presolve time: 0.03s
Presolved: 904 rows, 6036 columns, 12072 nonzeros
Variable types: 0 continuous, 6036 integer (6036 binary)
Found heuristic solution: objective -40626.00000

Root relaxation: objective -6.546305e+04, 3262 iterations, 0.04 seconds (0.03 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  8907  4967 -64098.316   62  407 -63820.000 -64224.807  0.63%   107  101s
  9586  5534 -63944.671   84  352 -63820.000 -64221.800  0.63%   109  105s
 10299  6085 -64057.992   57  349 -63820.000 -64219.691  0.63%   111  110s
 11237  6919 -63896.200   76  437 -63820.000 -64217.282  0.62%   111  116s
 11953  7399 -64195.772   39  513 -63820.000 -64214.923  0.62%   112  121s
 12919  8034 infeasible  127      -63820.000 -64212.470  0.61%   113  127s
 13322  8416 -63914.650   42  483 -63820.000 -64211.359  0.61%   113  130s
 14342  9262 -64077.672   75  328 -63820.000 -64208.560  0.61%   113  135s
 15521 10057 -64131.440   38  513 -63820.000 -64206.015  0.60%   113  141s
 16354 10716 -64130.480   52  464 -63820.000 -64204.048  0.60%   115  146s
 17174 11187 -64008.905   58  410 -63820.000 -64203.082  0.60%   116  152s
 18017 11893 -64022.811   59  425 -63820.000 -64201.462  0.60%   116  157s
 18396 12156 -63871.600   42  514 -63820.000 -64199.973  0.60%   117  160s
 19240 12882 -64072.475   54  427 -63820.000 -64198.084  0.59%   118  165s
 20182 13446 -64106.290   53  440 -63820.000 -64195.540  0.59%   118  170s
 20671 13447 -64140.151   47  426 -63820.000 -64195.512  0.59%   118  206s
 20686 13457 -64113.777   74  501 -63820.000 -64195.512  0.59%   118  210s
 20715 13476 -63925.571  109  545 -63820.000 -64195.512  0.59%   118  215s
 20735 13490 -63928.263   95  559 -63820.000 -64195.512  0.59%   118  220s
 20747 13498 -63847.374  135  558 -63820.000 -64195.512  0.59%   118  225s
 20772 13514 -63919.304   88  543 -63820.000 -64195.512  0.59%   118  230s
 20792 13528 -63984.730  102  516 -63820.000 -64193.891  0.59%   118  235s
 20813 13542 -63914.129  138  480 -63820.000 -64189.057  0.58%   118  241s
 20816 13547 -64186.659   37  473 -63820.000 -64186.659  0.57%   120  250s
 20818 13548 -64177.788   38  540 -63820.000 -64185.485  0.57%   120  258s
 20822 13551 -64165.301   39  536 -63820.000 -64183.280  0.57%   120  265s
 20830 13551 -64080.347   40  527 -63820.000 -64173.177  0.55%   120  270s
 20853 13563 -64151.962   43  550 -63820.000 -64151.962  0.52%   120  275s
 20915 13587 -63974.403   54  526 -63820.000 -64147.581  0.51%   120  280s
 20997 13615 -63998.879   67  325 -63820.000 -64147.581  0.51%   120  285s
 21171 13688 -63896.269   95  312 -63820.000 -64147.581  0.51%   121  290s
 21428 13751 -64048.400   68  510 -63820.000 -64145.993  0.51%   121  295s
 21794 13970 -63867.719   82  397 -63820.000 -64133.466  0.49%   121  300s
 22299 14156 -63944.096  121  486 -63820.000 -64133.466  0.49%   121  305s
H22599 13476                    -63845.00000 -64126.251  0.44%   121  308s
 22795 13652 -64051.731   56  301 -63845.000 -64122.354  0.43%   121  310s
 23259 13822 -63869.771  117  249 -63845.000 -64117.459  0.43%   122  315s
 23944 14114 -63970.364  106  390 -63845.000 -64112.796  0.42%   122  321s
 24462 14443 -63879.589  130  271 -63845.000 -64108.792  0.41%   122  325s
 25226 14728 -63850.831   78  217 -63845.000 -64106.545  0.41%   123  331s
 25733 15043     cutoff   56      -63845.000 -64103.455  0.40%   124  335s
 26374 15380 -63964.658   68  453 -63845.000 -64101.851  0.40%   124  340s
 27095 15632 -63931.587   72  312 -63845.000 -64098.238  0.40%   124  345s
 27789 16023 -64025.711   48  381 -63845.000 -64095.437  0.39%   125  351s
 28654 16358     cutoff   63      -63845.000 -64093.314  0.39%   126  358s
 29032 16577 -64041.811   64  404 -63845.000 -64091.644  0.39%   126  361s
 29956 16910 -64015.347   56  317 -63845.000 -64089.513  0.38%   127  368s
 30462 16924 -63938.784   79  344 -63845.000 -64088.133  0.38%   127  372s
 30718 17281 -63910.145   55  399 -63845.000 -64087.453  0.38%   127  376s
 31288 17582 -63867.541   82  325 -63845.000 -64086.151  0.38%   128  382s
 31990 17567 -63993.408   53  543 -63845.000 -64085.237  0.38%   128  386s
 32351 17779 -64041.134   44  455 -63845.000 -64084.350  0.37%   129  390s
 33351 18134 -64023.799   59  401 -63845.000 -64081.581  0.37%   130  398s
 33809 18301 -64025.548   57  323 -63845.000 -64080.459  0.37%   130  402s
 34313 18426 -63928.645   64  469 -63845.000 -64079.450  0.37%   131  406s
 34767 18585 -63889.762   72  415 -63845.000 -64077.874  0.36%   132  410s
 35838 18751     cutoff   66      -63845.000 -64075.398  0.36%   133  419s
 36348 18760     cutoff   63      -63845.000 -64074.581  0.36%   133  424s
 36699 18886 -63888.752   84  304 -63845.000 -64073.874  0.36%   134  428s
 37174 19117 -63921.355   71  346 -63845.000 -64072.706  0.36%   135  432s
 37727 19349 -64027.052   60  431 -63845.000 -64072.211  0.36%   135  436s
 38314 19539 -63959.830   68  523 -63845.000 -64070.799  0.35%   135  441s
 38880 19677 -64011.676   51  351 -63845.000 -64070.001  0.35%   135  445s
 39912 19815 -63977.206   75  443 -63845.000 -64067.986  0.35%   137  453s
 40262 19854 -63979.155   59  410 -63845.000 -64067.443  0.35%   137  460s
 41003 20128 -63901.755   61  298 -63845.000 -64065.855  0.35%   138  469s
 41447 20358 -63987.769   59  363 -63845.000 -64065.164  0.34%   138  473s
 42074 20487     cutoff   66      -63845.000 -64064.197  0.34%   138  479s
 42644 20591 -64012.638   55  401 -63845.000 -64063.365  0.34%   139  483s
 43152 20815 -63870.533   64  328 -63845.000 -64061.845  0.34%   139  488s
 43824 20953     cutoff   59      -63845.000 -64060.753  0.34%   140  493s
 44347 21118 -63885.567   97  402 -63845.000 -64060.166  0.34%   140  497s
 44966 21201     cutoff   85      -63845.000 -64059.443  0.34%   141  502s
 45485 21389 -63858.038   64  375 -63845.000 -64058.169  0.33%   141  507s
 46137 21504 -63934.166   66  413 -63845.000 -64057.388  0.33%   141  512s
 46756 21675 -64029.394   63  348 -63845.000 -64056.045  0.33%   142  517s
 47367 21800 -63939.504   56  281 -63845.000 -64055.459  0.33%   142  521s
 48032 21893 -63955.694   88  412 -63845.000 -64054.803  0.33%   143  526s
 48629 22143 -63970.903   71  308 -63845.000 -64054.021  0.33%   143  531s
 49289 22365 -63888.015   64  331 -63845.000 -64053.505  0.33%   143  536s
 49961 22473 -63876.350  137  246 -63845.000 -64052.980  0.33%   144  541s
 50603 22606 -63900.976   87  269 -63845.000 -64051.999  0.32%   144  546s
 51214 22788 -63945.238   60  373 -63845.000 -64051.304  0.32%   144  550s
 51840 22772 -63952.981   74  425 -63845.000 -64050.279  0.32%   145  555s
 52165 23015 -63865.782   57  334 -63845.000 -64050.051  0.32%   145  560s
 52784 23131 -63965.598   64  459 -63845.000 -64049.382  0.32%   145  566s
