
Gurobi 9.5.0 (linux64) logging started Sun Apr  3 20:40:03 2022

Set parameter LogFile to value "/local_workspace/chenrui/LogFiles/MKAP/MKAP_20_100_10_3_original_1h.log"
Gurobi Optimizer version 9.5.0 build v9.5.0rc5 (linux64)
Thread count: 56 physical cores, 56 logical processors, using up to 4 threads
Optimize a model with 320 rows, 2200 columns and 4400 nonzeros
Model fingerprint: 0xe5792e13
Variable types: 0 continuous, 2200 integer (2200 binary)
Coefficient statistics:
  Matrix range     [1e+00, 2e+03]
  Objective range  [9e+00, 1e+03]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+00]
Found heuristic solution: objective 0.0000000
Presolve removed 20 rows and 20 columns
Presolve time: 0.02s
Presolved: 300 rows, 2180 columns, 4360 nonzeros
Variable types: 0 continuous, 2180 integer (2180 binary)
Found heuristic solution: objective -24427.00000

Root relaxation: objective -4.262829e+04, 1411 iterations, 0.02 seconds (0.02 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 -42555.370    0  313 -41335.000 -42555.370  2.95%     -    1s
     0     0 -42554.694    0  294 -41335.000 -42554.694  2.95%     -    1s
     0     0 -42554.505    0  283 -41335.000 -42554.505  2.95%     -    1s
     0     0 -42554.213    0  284 -41335.000 -42554.213  2.95%     -    1s
     0     0 -42554.181    0  296 -41335.000 -42554.181  2.95%     -    1s
     0     0 -42547.876    0  310 -41335.000 -42547.876  2.93%     -    1s
     0     0 -42547.076    0  294 -41335.000 -42547.076  2.93%     -    1s
     0     0 -42546.901    0  314 -41335.000 -42546.901  2.93%     -    1s
     0     0 -42544.507    0  327 -41335.000 -42544.507  2.93%     -    1s
     0     0 -42543.338    0  320 -41335.000 -42543.338  2.92%     -    1s
     0     0 -42542.879    0  352 -41335.000 -42542.879  2.92%     -    1s
     0     0 -42542.727    0  362 -41335.000 -42542.727  2.92%     -    1s
     0     0 -42538.466    0  348 -41335.000 -42538.466  2.91%     -    1s
     0     0 -42537.335    0  325 -41335.000 -42537.335  2.91%     -    1s
     0     0 -42537.047    0  336 -41335.000 -42537.047  2.91%     -    1s
     0     0 -42536.812    0  350 -41335.000 -42536.812  2.91%     -    1s
     0     0 -42536.731    0  347 -41335.000 -42536.731  2.91%     -    1s
     0     0 -42533.983    0  359 -41335.000 -42533.983  2.90%     -    1s
     0     0 -42532.982    0  360 -41335.000 -42532.982  2.90%     -    1s
     0     0 -42532.839    0  372 -41335.000 -42532.839  2.90%     -    1s
     0     0 -42530.712    0  329 -41335.000 -42530.712  2.89%     -    2s
     0     0 -42529.550    0  353 -41335.000 -42529.550  2.89%     -    2s
     0     0 -42528.775    0  372 -41335.000 -42528.775  2.89%     -    2s
     0     0 -42528.564    0  368 -41335.000 -42528.564  2.89%     -    2s
     0     0 -42525.674    0  339 -41335.000 -42525.674  2.88%     -    2s
     0     0 -42524.276    0  359 -41335.000 -42524.276  2.88%     -    2s
     0     0 -42523.291    0  359 -41335.000 -42523.291  2.87%     -    2s
     0     0 -42523.062    0  374 -41335.000 -42523.062  2.87%     -    2s
H    0     0                    -41425.00000 -42521.834  2.65%     -    2s
     0     0 -42521.834    0  374 -41425.000 -42521.834  2.65%     -    2s
     0     0 -42521.574    0  397 -41425.000 -42521.574  2.65%     -    2s
     0     0 -42519.263    0  329 -41425.000 -42519.263  2.64%     -    2s
     0     0 -42518.820    0  348 -41425.000 -42518.820  2.64%     -    2s
     0     0 -42518.542    0  359 -41425.000 -42518.542  2.64%     -    2s
     0     0 -42516.747    0  349 -41425.000 -42516.747  2.64%     -    2s
     0     0 -42516.747    0  347 -41425.000 -42516.747  2.64%     -    2s
     0     2 -42516.747    0  333 -41425.000 -42516.747  2.64%     -    2s
H   29    34                    -41434.00000 -42511.775  2.60%   203    3s
H   32    34                    -41509.00000 -42511.758  2.42%   200    3s
H  108   147                    -41546.00000 -42511.758  2.32%   167    3s
H  161   211                    -41739.00000 -42511.758  1.85%   157    3s
   816   797 -42497.868   20  284 -41739.000 -42511.293  1.85%  77.6    5s
  1101   998 -42396.165   64  412 -41739.000 -42484.521  1.79%  75.2   10s
  1174  1048 -42360.897   73  413 -41739.000 -42470.186  1.75%  89.7   15s
  1648  1364 -42406.717   66  244 -41739.000 -42467.937  1.75%   123   20s
  3238  2275 -42466.332   31  404 -41739.000 -42466.807  1.74%   101   25s
  4995  3543 -42084.603  107  184 -41739.000 -42463.673  1.74%  98.5   30s
  7468  5674 -42106.192   49  235 -41739.000 -42459.664  1.73%  94.7   35s
 10215  8138 -42207.948   56  279 -41739.000 -42456.224  1.72%  90.9   40s
 13263 10642 -42124.413   49  146 -41739.000 -42451.868  1.71%  88.8   45s
 15674 12537 -42079.580   66  270 -41739.000 -42450.068  1.70%  89.1   50s
 18383 14582 -41826.268   72  229 -41739.000 -42447.178  1.70%  88.2   55s
H19571 14808                    -41780.00000 -42446.627  1.60%  87.9   57s
