
Gurobi 9.5.0 (linux64) logging started Fri Apr 29 23:49:13 2022

Set parameter LogFile to value "/local_workspace/chenrui/LogFiles/MKAP/new0U_R25_M30_N300_seed1_DWcutsCT1_600.log"
Gurobi Optimizer version 9.5.0 build v9.5.0rc5 (linux64)
Thread count: 56 physical cores, 56 logical processors, using up to 4 threads
Optimize a model with 2509 rows, 9750 columns and 37695 nonzeros
Model fingerprint: 0xbb9c7ec5
Variable types: 0 continuous, 9750 integer (9750 binary)
Coefficient statistics:
  Matrix range     [1e-13, 5e+03]
  Objective range  [6e+00, 1e+03]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e-14, 1e+00]
Warning: Model contains large matrix coefficient range
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.
Found heuristic solution: objective 0.0000000
Presolve removed 82 rows and 1046 columns
Presolve time: 0.10s
Presolved: 2427 rows, 8704 columns, 33536 nonzeros
Found heuristic solution: objective -9698.000000
Variable types: 0 continuous, 8704 integer (8704 binary)

Root relaxation: objective -1.204679e+05, 18762 iterations, 1.40 seconds (1.32 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 17433  9708 -120258.03   51  267 -119987.00 -120467.89  0.40%   284  515s
 17729 10420 -120258.03   52  290 -119987.00 -120467.89  0.40%   283  521s
 18678 10707 -120412.06   51  361 -119987.00 -120467.89  0.40%   277  526s
 19480 10803 -120028.38  147  219 -119987.00 -120467.89  0.40%   273  532s
 19970 11093 -120457.74   87  239 -119987.00 -120467.89  0.40%   274  537s
 20644 11679 -120348.60  206  123 -119987.00 -120467.89  0.40%   273  549s
 21822 11502 -120082.14   70  217 -119987.00 -120467.71  0.40%   267  555s
 22064 12128 -120082.14   71  234 -119987.00 -120467.71  0.40%   267  561s
 22843 12270 -120467.71   53  258 -119987.00 -120467.71  0.40%   264  566s
 23392 12240 -120250.76   60  271 -119987.00 -120467.71  0.40%   263  572s
 23659 12183 -120233.71   85  146 -119987.00 -120467.71  0.40%   265  580s
 23705 12503 -120051.72   92  298 -119987.00 -120467.71  0.40%   266  586s
 24341 12989 -120204.20  157  206 -119987.00 -120467.71  0.40%   267  592s
 25298 12685 -120101.44   59  320 -119987.00 -120467.71  0.40%   263  599s
 25319 12723 -120101.44   60  308 -119987.00 -120467.71  0.40%   263  600s

Cutting planes:
  Gomory: 1
  Cover: 358
  Clique: 344
  MIR: 33
  StrongCG: 39
  Flow cover: 71
  Zero half: 4
  RLT: 1

Explored 25366 nodes (6702616 simplex iterations) in 600.00 seconds (1006.17 work units)
Thread count was 4 (of 56 available processors)

Solution count 10: -119987 -119924 -119922 ... -119536

Time limit reached
Best objective -1.199870000000e+05, best bound -1.204670000000e+05, gap 0.4000%
