2S	40	50	5	6	1248	2199	1159	165	165	165	165	165	165	165	
0U	40	50	5	7	1248	2199	1897	1822	1541	1541	1541	1541	1541	1541	
1W	40	50	5	7	1131	2199	1913	1857	1202	1357	1357	1357	1357	1357	
2S	40	50	5	7	1209	2199	1009	283	302	264	264	264	264	264	
0U	40	50	5	8	1209	2199	1948	1482	1459	1428	1428	1428	1428	1428	
1W	40	50	5	8	1287	2199	1076	511	511	511	511	511	511	511	
2S	40	50	5	8	1170	2199	1910	1628	1560	1560	1560	1560	1560	1560	
0U	40	50	5	9	1209	2199	1248	627	586	586	586	586	586	586	
1W	40	50	5	9	1209	2199	1896	1688	1110	1568	1568	1568	1568	1568	
2S	40	50	5	9	1287	2199	1182	1108	1087	1077	1077	1077	1077	1077	
0U	40	50	5	10	1170	2199	967	378	210	301	301	301	301	301	
1W	40	50	5	10	1209	2199	1891	1764	1690	1690	1690	1690	1690	1690	
2S	40	50	5	10	1209	2199	1911	1694	1752	1776	1770	1770	1770	1770	
0U	10	50	10	1	288	599	459	220	72	36	46	43	43	43	
1W	10	50	10	1	279	599	240	111	37	14	16	22	22	22	
2S	10	50	10	1	261	599	441	239	157	53	32	30	30	30	
0U	10	50	10	2	270	599	440	193	90	30	30	28	28	28	
1W	10	50	10	2	279	599	451	235	137	10	11	10	10	10	
2S	10	50	10	2	279	599	287	99	17	1	4	5	5	5	
0U	10	50	10	3	288	599	164	77	7	8	23	26	26	26	
1W	10	50	10	3	279	599	452	283	173	53	57	60	60	60	
2S	10	50	10	3	297	599	362	230	34	11	12	17	17	17	
0U	10	50	10	4	261	599	385	216	97	10	19	18	18	18	
1W	10	50	10	4	315	599	265	45	31	41	46	45	45	45	
2S	10	50	10	4	279	599	261	119	2	4	0	1	1	1	
0U	10	50	10	5	279	599	402	141	128	15	12	22	22	22	
1W	10	50	10	5	288	599	460	196	107	6	18	8	8	8	
2S	10	50	10	5	252	599	255	62	7	3	7	3	3	3	
0U	10	50	10	6	270	599	426	93	55	9	15	23	23	23	
1W	10	50	10	6	279	599	259	120	23	21	26	23	23	23	
2S	10	50	10	6	288	599	93	99	7	3	4	9	9	9	
0U	10	50	10	7	288	599	400	212	128	12	12	17	17	17	
1W	10	50	10	7	261	599	401	185	72	7	12	11	11	11	
2S	10	50	10	7	306	599	279	152	6	10	20	23	23	23	
0U	10	50	10	8	279	599	413	209	20	10	24	26	26	26	
1W	10	50	10	8	306	599	306	218	88	5	4	9	9	9	
2S	10	50	10	8	261	599	256	20	7	13	14	14	14	14	
0U	10	50	10	9	279	599	221	101	17	5	20	17	17	17	
1W	10	50	10	9	261	599	442	224	155	32	19	23	23	23	
2S	10	50	10	9	279	599	441	212	122	39	37	37	37	37	
0U	10	50	10	10	279	599	405	205	106	28	30	25	25	25	
1W	10	50	10	10	288	599	248	110	9	9	13	6	6	6	
2S	10	50	10	10	270	599	459	232	112	44	20	21	21	21	
0U	10	100	10	1	567	1099	953	607	502	278	62	20	43	47	
1W	10	100	10	1	504	1099	729	438	180	118	4	5	5	10	
2S	10	100	10	1	549	1099	585	402	278	3	4	4	5	8	
0U	10	100	10	2	549	1099	407	392	243	90	12	13	8	9	
1W	10	100	10	2	540	1099	531	356	154	12	7	6	14	9	
2S	10	100	10	2	549	1099	934	624	473	75	37	24	35	42	
0U	10	100	10	3	585	1099	729	489	74	73	11	11	28	24	
1W	10	100	10	3	567	1099	912	584	485	304	38	16	26	18	
2S	10	100	10	3	549	1099	819	243	171	48	4	12	13	6	
0U	10	100	10	4	540	1099	869	484	320	35	12	2	18	3	
1W	10	100	10	4	558	1099	540	336	228	7	2	2	6	5	
2S	10	100	10	4	567	1099	558	402	282	6	3	4	15	16	
0U	10	100	10	5	567	1099	725	152	155	125	19	11	15	24	
1W	10	100	10	5	549	1099	861	301	376	85	12	5	8	5	
2S	10	100	10	5	576	1099	498	263	142	0	5	4	5	8	
0U	10	100	10	6	531	1099	940	510	375	175	5	9	16	13	
1W	10	100	10	6	567	1099	549	341	64	14	2	5	6	8	
2S	10	100	10	6	549	1099	870	592	484	77	25	21	22	18	
0U	10	100	10	7	603	1099	249	168	102	78	15	19	19	20	
1W	10	100	10	7	558	1099	567	340	220	5	14	6	16	27	
2S	10	100	10	7	594	1099	132	98	111	2	2	4	3	8	
0U	10	100	10	8	558	1099	226	439	295	179	3	8	9	7	
1W	10	100	10	8	531	1099	321	435	448	87	76	72	75	95	
2S	10	100	10	8	558	1099	540	354	23	1	1	0	1	3	
0U	10	100	10	9	576	1099	916	508	413	173	4	9	14	10	
1W	10	100	10	9	549	1099	809	504	143	205	41	45	29	34	
2S	10	100	10	9	576	1099	916	582	460	291	11	19	15	9	
0U	10	100	10	10	558	1099	214	19	30	15	15	19	18	14	
1W	10	100	10	10	558	1099	423	291	159	2	0	1	5	9	
2S	10	100	10	10	531	1099	481	312	148	1	2	0	0	0	
0U	10	200	10	1	1125	2099	1856	903	997	670	418	32	12	18	
1W	10	200	10	1	1089	2099	1859	1129	1056	122	117	2	1	1	
2S	10	200	10	1	1089	2099	1035	747	595	430	73	0	2	2	
0U	10	200	10	2	1116	2099	549	677	563	412	2	1	1	2	
1W	10	200	10	2	1062	2099	1828	1124	876	745	142	48	1	1	
2S	10	200	10	2	1152	2099	313	262	207	124	132	18	17	21	
0U	10	200	10	3	1125	2099	1044	714	275	77	5	1	6	6	
1W	10	200	10	3	1125	2099	1761	865	158	160	92	59	21	13	
2S	10	200	10	3	1143	2099	1056	791	680	424	109	2	0	1	
0U	10	200	10	4	1080	2099	1819	1096	206	333	120	10	6	6	
1W	10	200	10	4	1125	2099	1116	784	660	179	1	3	4	2	
2S	10	200	10	4	1161	2099	1011	832	647	457	18	1	0	1	
0U	10	200	10	5	1089	2099	1282	925	685	130	123	51	5	9	
1W	10	200	10	5	1125	2099	446	254	165	335	102	4	3	1	
2S	10	200	10	5	1152	2099	1026	427	158	123	9	0	1	1	
0U	10	200	10	6	1134	2099	646	215	122	112	120	1	10	11	
1W	10	200	10	6	1116	2099	1582	1040	896	752	124	13	0	0	
2S	10	200	10	6	1134	2099	1116	796	619	461	9	0	0	0	
0U	10	200	10	7	1179	2099	848	1135	908	488	395	36	24	24	
1W	10	200	10	7	1152	2099	1767	1117	1054	194	328	175	8	5	
2S	10	200	10	7	1080	2099	564	380	202	122	116	20	13	14	
0U	10	200	10	8	1089	2099	1857	1107	562	729	200	6	3	3	
1W	10	200	10	8	1116	2099	203	1098	939	144	167	91	4	5	
2S	10	200	10	8	1152	2099	469	1150	179	855	387	1	1	2	
0U	10	200	10	9	1107	2099	999	636	484	70	8	3	2	1	
1W	10	200	10	9	1161	2099	1134	800	661	504	59	3	3	4	
2S	10	200	10	9	1143	2099	1813	1259	686	786	403	20	6	5	
0U	10	200	10	10	1116	2099	537	461	178	186	170	23	10	19	
1W	10	200	10	10	1071	2099	1015	149	134	128	119	11	0	0	
2S	10	200	10	10	1071	2099	1324	1079	867	743	461	27	0	1	
0U	10	300	10	1	1674	3099	1330	1720	1149	575	1067	182	64	87	
1W	10	300	10	1	1629	3099	921	1644	727	1105	904	245	55	11	
2S	10	300	10	1	1683	3099	2863	1821	1716	1578	910	410	24	22	
0U	10	300	10	2	1638	3099	378	819	222	598	347	0	1	1	
1W	10	300	10	2	1665	3099	2336	1706	573	326	746	91	59	30	
2S	10	300	10	2	1674	3099	2787	1740	1016	935	892	406	54	3	
0U	10	300	10	3	1710	3099	1638	686	428	651	81	32	9	10	
1W	10	300	10	3	1701	3099	2102	1642	1351	1297	1029	258	69	13	
2S	10	300	10	3	1656	3099	1802	365	168	348	331	141	2	4	
0U	10	300	10	4	1647	3099	1925	908	531	206	274	138	61	32	
1W	10	300	10	4	1710	3099	1323	1390	431	283	961	176	33	8	
2S	10	300	10	4	1692	3099	2819	1784	1516	859	945	311	14	1	
0U	10	300	10	5	1656	3099	1397	1656	184	187	210	112	3	2	
1W	10	300	10	5	1701	3099	377	127	111	247	73	4	1	1	
2S	10	300	10	5	1719	3099	476	574	163	220	171	96	3	5	
0U	10	300	10	6	1665	3099	492	461	215	142	250	113	4	2	
1W	10	300	10	6	1683	3099	1883	1469	269	462	581	239	100	6	
2S	10	300	10	6	1674	3099	1584	1201	1075	909	542	0	2	1	
0U	10	300	10	7	1719	3099	2856	1706	1605	1432	1141	516	108	20	
1W	10	300	10	7	1638	3099	2617	1872	1743	1392	655	664	173	6	
2S	10	300	10	7	1737	3099	917	1642	1520	542	650	223	70	47	
0U	10	300	10	8	1683	3099	2665	1028	1143	672	661	340	21	7	
1W	10	300	10	8	1737	3099	2067	1179	844	845	224	332	47	51	
2S	10	300	10	8	1710	3099	2610	1500	1406	398	641	448	48	17	
0U	10	300	10	9	1692	3099	1152	455	508	171	176	259	28	21	
1W	10	300	10	9	1728	3099	339	1483	151	274	346	153	74	44	
2S	10	300	10	9	1656	3099	1314	1255	1374	882	540	439	2	1	
0U	10	300	10	10	1665	3099	273	1186	1041	768	132	8	1	0	
1W	10	300	10	10	1629	3099	2819	1767	787	195	1102	483	162	107	
2S	10	300	10	10	1665	3099	1695	199	909	795	152	130	40	4	
0U	20	50	10	1	608	1199	590	290	167	55	68	68	68	68	
1W	20	50	10	1	570	1199	537	68	54	97	84	84	84	84	
2S	20	50	10	1	513	1199	472	45	67	67	67	67	67	67	
0U	20	50	10	2	570	1199	861	466	340	81	81	81	81	81	
1W	20	50	10	2	627	1199	567	67	74	22	30	30	30	30	
2S	20	50	10	2	570	1199	589	67	39	42	54	39	39	39	
0U	20	50	10	3	608	1199	784	501	405	354	361	362	362	362	
1W	20	50	10	3	627	1199	557	80	116	97	98	98	98	98	
2S	20	50	10	3	589	1199	951	492	330	233	284	284	284	284	
0U	20	50	10	4	551	1199	519	175	94	71	91	70	70	70	
1W	20	50	10	4	665	1199	944	539	489	190	189	189	189	189	
2S	20	50	10	4	532	1199	544	49	29	55	53	53	53	53	
0U	20	50	10	5	589	1199	482	166	105	59	44	44	44	44	
1W	20	50	10	5	589	1199	943	500	229	163	166	166	166	166	
2S	20	50	10	5	589	1199	587	28	33	24	25	25	25	25	
0U	20	50	10	6	570	1199	846	483	353	104	101	101	101	101	
1W	20	50	10	6	589	1199	528	130	66	60	60	60	60	60	
2S	20	50	10	6	589	1199	929	478	402	347	349	349	349	349	
0U	20	50	10	7	608	1199	557	188	83	37	62	62	62	62	
1W	20	50	10	7	551	1199	547	50	46	65	72	72	72	72	
2S	20	50	10	7	608	1199	937	473	377	97	108	108	108	108	
0U	20	50	10	8	589	1199	537	349	176	153	222	222	222	222	
1W	20	50	10	8	627	1199	899	603	400	371	386	386	386	386	
2S	20	50	10	8	532	1199	955	468	329	116	124	124	124	124	
0U	20	50	10	9	589	1199	558	324	66	82	77	77	77	77	
1W	20	50	10	9	570	1199	204	47	36	48	59	59	59	59	
2S	20	50	10	9	589	1199	934	576	487	379	237	237	237	237	
0U	20	50	10	10	570	1199	875	514	400	307	305	305	305	305	
1W	20	50	10	10	608	1199	905	430	278	230	225	225	225	225	
2S	20	50	10	10	570	1199	581	50	35	38	44	44	44	44	
0U	30	50	10	1	928	1799	1380	1163	1098	582	582	582	582	582	
1W	30	50	10	1	870	1799	693	163	123	103	103	103	103	103	
2S	30	50	10	1	812	1799	1424	1071	977	968	968	968	968	968	
0U	30	50	10	2	870	1799	1417	1247	1102	1102	1102	1102	1102	1102	
1W	30	50	10	2	957	1799	822	690	628	626	637	637	637	637	
2S	30	50	10	2	899	1799	963	782	803	803	803	803	803	803	
0U	30	50	10	3	928	1799	831	569	531	524	532	532	532	532	
1W	30	50	10	3	928	1799	804	525	334	334	334	334	334	334	
2S	30	50	10	3	870	1799	1017	678	579	438	438	438	438	438	
0U	30	50	10	4	841	1799	920	810	736	768	768	768	768	768	
1W	30	50	10	4	1015	1799	1311	913	766	729	630	630	630	630	
2S	30	50	10	4	841	1799	1324	957	411	822	822	822	822	822	
0U	30	50	10	5	899	1799	1276	882	393	702	702	702	702	702	
1W	30	50	10	5	899	1799	827	645	646	612	612	612	612	612	
2S	30	50	10	5	899	1799	1369	1118	969	902	902	902	902	902	
0U	30	50	10	6	870	1799	260	155	132	146	146	146	146	146	
1W	30	50	10	6	899	1799	832	62	79	104	104	104	104	104	
2S	30	50	10	6	957	1799	1436	1058	963	313	368	368	368	368	
0U	30	50	10	7	928	1799	1309	1024	904	870	870	870	870	870	
1W	30	50	10	7	870	1799	758	514	371	352	305	305	305	305	
2S	30	50	10	7	899	1799	1377	1088	1104	1128	1128	1128	1128	1128	
0U	30	50	10	8	899	1799	1347	809	500	575	575	575	575	575	
1W	30	50	10	8	986	1799	977	62	84	72	62	62	62	62	
2S	30	50	10	8	841	1799	880	717	672	672	672	672	672	672	
0U	30	50	10	9	899	1799	1234	1204	1165	1205	1205	1205	1205	1205	
1W	30	50	10	9	870	1799	887	159	156	111	111	111	111	111	
2S	30	50	10	9	899	1799	963	744	660	635	635	635	635	635	
0U	30	50	10	10	870	1799	436	70	74	64	64	64	64	64	
1W	30	50	10	10	928	1799	774	569	406	392	392	392	392	392	
2S	30	50	10	10	957	1799	941	598	484	427	397	397	397	397	
0U	40	50	10	1	1248	2399	1085	285	270	270	270	270	270	270	
1W	40	50	10	1	1131	2399	1135	294	165	165	165	165	165	165	
2S	40	50	10	1	1248	2399	1310	392	392	392	392	392	392	392	
0U	40	50	10	2	1170	2399	1256	816	849	849	849	849	849	849	
1W	40	50	10	2	1248	2399	1835	1666	1647	1627	1627	1627	1627	1627	
2S	40	50	10	2	1131	2399	1957	1657	1645	1645	1645	1645	1645	1645	
0U	40	50	10	3	1248	2399	1780	1601	1613	1552	1552	1552	1552	1552	
1W	40	50	10	3	1170	2399	1934	1634	1747	1747	1747	1747	1747	1747	
2S	40	50	10	3	1170	2399	1210	274	247	251	251	251	251	251	
0U	40	50	10	4	1131	2399	1855	1711	1721	1273	1273	1273	1273	1273	
1W	40	50	10	4	1365	2399	1873	1844	1747	1747	1747	1747	1747	1747	
2S	40	50	10	4	1131	2399	1854	1705	1760	1760	1760	1760	1760	1760	
0U	40	50	10	5	1209	2399	1390	449	488	488	488	488	488	488	
